classification,control_inventory_loss_before_confirmation,inventory_loss_before_confirmation,profile_id,scenario,seed,suspected_episode_id,symbol,tail_saved_before_confirmation,window_key
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,3,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,10,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,17,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,31,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,59,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,97,D2-cb237b14dd2e1af4,SNDKUSDT,0.0,US_STOCK:2026-06-05T20:00:00+00:00:2026-06-08T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,PRIMARY_ZERO_MAKER,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,PRIMARY_ZERO_MAKER,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,PRIMARY_ZERO_MAKER,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,PRIMARY_ZERO_MAKER,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,PRIMARY_ZERO_MAKER,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,PRIMARY_ZERO_MAKER,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,31,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,59,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,EXECUTION_STRESS,97,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,3,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S1,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S2,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S3,MAKER_PROMO_OFF,10,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,,0.0,D2-R3,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
FALSE_BREAKOUT,0.0,0.0,S0,MAKER_PROMO_OFF,17,D2-26e2b0070e7b30d2,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
