adverse_inventory_direction,classification,confirmation_delay_execution_cost,confirmation_delay_inventory_loss,confirmation_price,confirmation_state,confirmation_time,control_inventory_drag,control_net_pnl,control_paired_grid_pnl,detector,event_detected,false_breakout_exit_cost,false_breakout_label,false_breakout_missed_grid_pnl,false_breakout_opportunity_cost,flatten_cost,forced_exit_count,funding,grid_edge_retention,inventory_at_signal,inventory_drag,inventory_drag_ratio,inventory_loss_before_confirmation,inventory_loss_before_signal,inventory_realized_pnl,inventory_tail_reduction,max_drawdown,max_drawdown_pct,max_inventory_utilization,max_unpaired_lot_age,max_unpaired_lots,mean_cycle_pnl,median_cycle_pnl,missed_reversion_pnl,net_pnl,paired_cycle_count,paired_grid_pnl,paired_grid_pnl_before_signal,partial_flatten_count,peak_negative_inventory_pnl,positive_cycle_ratio,profile_id,r3_action,reduce_only_duration,response,scenario,seed,signal_time,slippage_cost,suspected_time,symbol,tail_efficiency_score,taker_cost,time_to_confirmation_minutes,true_breakout_loss_avoided,validation_split,window_key,worst_window_pnl
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.324894684692178,0.010649789369384356,0.48304479999999994,1686.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C3-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,3,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,CONTROL,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-R3,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C1-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C1-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C1-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C2-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C2-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C2-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C3-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C3-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-0.6133356672126083,4.527667908032537,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.0556430663641487,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.49815719999999997,1690.0,2.0,1.1319169770081343,1.1319169770081343,0.0,-0.6133356672126083,4.0,4.527667908032537,4.527667908032537,0,4.779601233914018,1.0,D2-C3-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,10,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-0.6133356672126083
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,CONTROL,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-R3,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C1-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C1-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C1-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C2-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C2-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C2-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C3-R3-10m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C3-R3-20m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,0.5148828142766583,5.655886389521804,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,0.8450666977273081,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,1690.0,2.0,1.1311772779043607,1.1311772779043607,0.0,0.5148828142766583,5.0,5.655886389521804,5.655886389521804,0,4.779601233914018,1.0,D2-C3-R3-30m,NONE,0,R0,PRIMARY_ZERO_MAKER,17,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,0.5148828142766583
NONE,UNRESOLVED,,,,NORMAL_GRID,,4.779601233914018,-1.741554148701874,3.3994494265432715,NONE,False,0.0,UNRESOLVED,0.0,,0.0,0.0,-0.016799685227999996,1.0,0.16999999999999998,4.779601233914018,1.4059927459412607,0.0,0.0,-4.779601233914018,0.0,5.124203890017146,0.010248407780034292,0.4999968,2127.0,2.0,1.1331498088477572,1.1331498088477572,0.0,-1.741554148701874,3.0,3.3994494265432715,3.3994494265432715,0,4.779601233914018,1.0,CONTROL,NONE,0,R0,PRIMARY_ZERO_MAKER,31,,0.22981170797141096,,SNDKUSDT,0.0,0.11479094813171978,,,EXPOSED_EARLY,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00,-1.741554148701874
