atr,bar_index,breakout_direction,crossings_per_hour,detector,directional_efficiency,distance_outside_grid,inventory_direction_at_signal,inventory_utilization,net_inventory,outside_duration_min,outside_grid_atr,persistence,posthoc_label,price,realized_volatility,reversal_ratio,scenario,seed,sigma,signal_bar_index,signal_time,symbol,timestamp,validation_split,window_key,zero_activity_ratio
2.107142857142865,3058,DOWN,0.0,D2,0.28399895588619106,8.678530625405983,LONG,0.37639200000000006,0.2,20,4.118624703582485,0.7,TRUE_BREAKOUT,940.98,0.06255788881093757,0.4827586206896552,MAKER_PROMO_OFF,97,0.0016485451187843777,3058,2026-07-13T01:58:59.999000+00:00,MUUSDT,2026-07-13T01:58:59.999000+00:00,EXPOSED_LATE,US_STOCK:2026-07-10T20:00:00+00:00:2026-07-13T08:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,PRIMARY_ZERO_MAKER,3,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,PRIMARY_ZERO_MAKER,10,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,PRIMARY_ZERO_MAKER,17,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,PRIMARY_ZERO_MAKER,31,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,PRIMARY_ZERO_MAKER,59,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,PRIMARY_ZERO_MAKER,97,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,EXECUTION_STRESS,3,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,EXECUTION_STRESS,10,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,EXECUTION_STRESS,17,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,EXECUTION_STRESS,31,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,EXECUTION_STRESS,59,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,EXECUTION_STRESS,97,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,MAKER_PROMO_OFF,3,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,MAKER_PROMO_OFF,10,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,MAKER_PROMO_OFF,17,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,MAKER_PROMO_OFF,31,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,MAKER_PROMO_OFF,59,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
2.69714285714284,3136,UP,0.0,D2,0.192093413722049,24.501755885556804,SHORT,0.0,-0.09,56,9.084337457568788,0.6,TRUE_BREAKOUT,1725.21,0.32231623072992027,0.5517241379310345,MAKER_PROMO_OFF,97,0.008493778466224199,3136,2026-08-17T03:16:59.999000+00:00,SNDKUSDT,2026-08-17T03:16:59.999000+00:00,CURRENT_OOS_REPLAY,NYSE:2026-08-14T20:00:00+00:00:2026-08-17T06:00:00+00:00,0.0
