flatten_fee,flatten_slippage,missed_paired_grid_pnl,missed_reversion_pnl,profile_id,scenario,seed,symbol,total_false_breakout_cost,window_key
0.0,0.0,0.0,0.0,D2-C3-R3-30m,EXECUTION_STRESS,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,MAKER_PROMO_OFF,3,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,MAKER_PROMO_OFF,10,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,MAKER_PROMO_OFF,17,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,MAKER_PROMO_OFF,31,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,MAKER_PROMO_OFF,59,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,MAKER_PROMO_OFF,97,SNDKUSDT,0.0,US_STOCK:2026-06-18T20:00:00+00:00:2026-06-22T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,PRIMARY_ZERO_MAKER,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,PRIMARY_ZERO_MAKER,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,PRIMARY_ZERO_MAKER,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,PRIMARY_ZERO_MAKER,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,PRIMARY_ZERO_MAKER,59,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,PRIMARY_ZERO_MAKER,97,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,EXECUTION_STRESS,3,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,EXECUTION_STRESS,10,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-20m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-30m,EXECUTION_STRESS,17,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-10m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-20m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C1-R3-30m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-10m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-20m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C2-R3-30m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
0.0,0.0,0.0,0.0,D2-C3-R3-10m,EXECUTION_STRESS,31,MUUSDT,0.0,US_STOCK:2026-05-08T20:00:00+00:00:2026-05-11T08:00:00+00:00
